variant,station,count,baseline_rmse,variant_rmse,rmse_delta,rmse_delta_pct,baseline_mae,variant_mae,mae_delta,baseline_r2,variant_r2,r2_delta
lag_only,US-xCL_GRA_Merged,51701,2.9607158620577754,2.695343800097154,-0.26537206196062124,-8.963104678886026,1.414450520832823,1.3738704073053503,-0.040580113527472816,0.8103961669105795,0.8428617220121758,0.03246555510159632
lag_only,US-xJR_OSH_Merged,47530,0.9165592440413843,0.9156078966812171,-0.0009513473601672207,-0.10379551200339708,0.3997319977533785,0.4448416706363502,0.04510967288297174,0.3742844214730825,0.375582676734718,0.001298255261635517
lag_only,US-xUN_MF_Merged,52507,2.4790339713543346,2.33765094348921,-0.1413830278651247,-5.703150077765371,1.2246469821695996,1.1924073066908856,-0.03223967547871398,0.8604566232493792,0.8759194819665499,0.01546285871717068
norm_tcn5_only,AU-MvB_CRO_Merged,8445,6.632921017481688,7.2118089797734575,0.5788879622917698,8.727496690614226,3.6186328639780863,3.9133636547165414,0.2947307907384551,0.6399660375334218,0.5743797833798716,-0.06558625415355024
norm_tcn5_only,AU-Sil_GRA_Merged,44625,3.7818969234305806,2.063230115498816,-1.7186668079317644,-45.444570349970085,2.076596716279743,1.1237849534085484,-0.9528117628711945,0.42250899582167534,0.828121646698533,0.4056126508768577
norm_tcn5_only,AU-Sno_EBF_Merged,13419,2.4331816530924,2.4385631571940003,0.005381504101600321,0.22117148938554643,1.4119084135272018,1.2686831970862993,-0.14322521644090247,0.8690141378108002,0.8684340903049381,-0.0005800475058620469
norm_tcn5_only,CA-TP3_ENF_Merged,70034,2.8155723664598,2.623775294112127,-0.19179707234767296,-6.812010042165308,1.5459387207486068,1.430382231856535,-0.11555648889207193,0.8678747817982677,0.8852624410597429,0.01738765926147523
norm_tcn5_only,CA-TP4_ENF_Merged,70034,2.9251529152402527,2.5827410028342377,-0.342411912406015,-11.705778204688881,1.5906841931972335,1.4231068169903496,-0.16757737620688395,0.8476611565389183,0.8812386240990949,0.033577467560176655
norm_tcn5_only,CH-Crs_GRA_Merged,8689,3.6007448268923525,3.9023837257724043,0.3016388988800518,8.377125105540548,1.8448330086714544,1.9896931031148417,0.14486009444338732,0.7945572875939066,0.75869518211522,-0.03586210547868662
norm_tcn5_only,CH-Fru_GRA_Merged,78817,3.630491039701685,3.6306626660563275,0.0001716263546422958,0.004727359268083973,1.8438719080806616,1.8420345510896143,-0.0018373569910472565,0.7901497368192918,0.7901298955985889,-1.9841220702865314e-05
norm_tcn5_only,CN-Yuc_CRO_Merged,33233,3.6558526190087752,5.0443610895801365,1.3885084705713613,37.980427967794625,1.8377446203619503,2.441638422368167,0.6038938020062166,0.859398546613021,0.7323145380142926,-0.12708400859872837
norm_tcn5_only,CZ-KrP_CRO_Merged,68186,3.9425876623230964,4.072762235114758,0.13017457279166145,3.301754683495319,1.9230614546698976,1.9609971327189075,0.03793567804900988,0.6629815419351164,0.6403590929856375,-0.022622448949478846
norm_tcn5_only,DE-Amv_WET_Merged,17449,4.04965691704298,3.416103007027773,-0.6335539100152068,-15.644631705685866,1.9806186643136772,1.7309628925772202,-0.24965577173645692,0.4026065332295218,0.574905074651316,0.17229854142179424
